0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0
1000	0.9941348973607038	0.9887640449438202	0.96	0.95	0.8333333333333334	0.8888888888888888	0.9333333333333333	1.0	1.0	1.0
2000	1.0	1.0	1.0	0.9230769230769231	0.9230769230769231	0.8181818181818182	1.0	0.972972972972973	1.0	1.0
0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0
0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0
1000	1.0	0.9894736842105263	1.0	1.0	0.8333333333333334	1.0	1.0	0.96875	0.98989898989899	0.9967845659163987
2000	1.0	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	1.0	1.0	1.0
3000	1.0	1.0	1.0	1.0	1.0	1.0	0.9629629629629629	1.0	0.9900990099009901	1.0
4000	1.0	1.0	0.9761904761904762	1.0	0.9285714285714286	1.0	1.0	1.0	0.9893617021276596	1.0
0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0
1000	0.994413407821229	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9908256880733946
2000	1.0	0.9887640449438202	0.975	1.0	0.9565217391304348	0.9230769230769231	1.0	1.0	1.0	1.0
3000	1.0	1.0	1.0	1.0	1.0	0.9166666666666666	0.8947368421052632	1.0	0.9871794871794872	1.0
0	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN
1000	0.9971751412429378	1.0	1.0	1.0	0.9375	0.9333333333333333	1.0	0.9574468085106383	0.96	0.9969418960244648
2000	0.9971590909090909	0.9878048780487805	1.0	1.0	0.9411764705882353	1.0	1.0	1.0	0.9887640449438202	1.0
3000	0.9938650306748467	1.0	1.0	1.0	1.0	1.0	0.9473684210526315	1.0	1.0	1.0
4000	1.0	1.0	1.0	1.0	1.0	0.9444444444444444	1.0	1.0	1.0	1.0
0	NaN	NaN	NaN	NaN	NaN	NaN	1.0	NaN	NaN	NaN
1000	0.9969230769230769	1.0	1.0	0.8421052631578947	1.0	1.0	1.0	0.9782608695652174	1.0	1.0
2000	1.0	1.0	1.0	0.88	0.9166666666666666	1.0	1.0	0.975	1.0	1.0
3000	1.0	0.9873417721518988	1.0	1.0	1.0	0.9333333333333333	0.9473684210526315	1.0	1.0	1.0
4000	1.0	1.0	1.0	0.9615384615384616	0.7142857142857143	0.7777777777777778	1.0	1.0	1.0	1.0
5000	0.9973753280839895	1.0	1.0	1.0	0.9230769230769231	0.8333333333333334	0.95	1.0	1.0	1.0
6000	1.0	0.9887640449438202	0.9411764705882353	0.9565217391304348	0.9230769230769231	0.8	1.0	0.972972972972973	1.0	1.0
7000	0.9970588235294118	0.987012987012987	1.0	1.0	0.9444444444444444	0.8666666666666667	0.9583333333333334	1.0	1.0	1.0
8000	1.0	1.0	1.0	0.9583333333333334	0.9411764705882353	0.8571428571428571	1.0	1.0	1.0	1.0
